Cell,Run,Barcode,Species,CellType,s4U,Time,ActD,Phase,IAA,Stage
20241211_FUCCI_S_3.C36.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,48,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C37.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,49,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C38.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,51,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C39.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,52,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C40.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,53,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C41.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,54,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C42.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,55,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C43.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,56,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C44.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,57,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C45.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,59,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C46.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,61,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C47.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,62,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C48.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,64,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C49.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,65,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C50.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,67,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C51.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,68,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C52.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,69,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C53.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,71,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C54.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,75,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C55.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,76,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C56.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,78,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C57.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,79,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C58.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,80,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C59.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,83,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C60.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,84,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C61.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,85,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C62.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,86,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C63.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,87,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C64.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,90,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C65.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,91,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C66.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,92,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C67.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,93,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C68.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,94,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C69.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,95,Human,K562_FUCCI,50,3.0,,S2,,
20241211_FUCCI_S_3.C70.K562_s4U_50uM_180min_S,20241211_FUCCI_S_3,96,Human,K562_FUCCI,50,3.0,,S2,,
20241210_Exosome_5.C01.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,1,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C02.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,2,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C03.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,4,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C04.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,5,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C05.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,6,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C06.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,7,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C07.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,8,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C08.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,9,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C09.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,11,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C10.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,12,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C11.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,13,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C12.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,14,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C13.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,16,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C14.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,18,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C15.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,19,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C16.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,20,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C17.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,21,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C18.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,22,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C19.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,23,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C20.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,24,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C21.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,26,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C22.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,27,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C23.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,28,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C24.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,30,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C25.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,31,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C26.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,32,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C27.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,33,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C28.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,34,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C29.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,35,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C30.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,36,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C31.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,37,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C32.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,38,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C33.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,39,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C34.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,41,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C35.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,42,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C36.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,43,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C37.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,45,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C38.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,46,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C39.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,47,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C40.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,48,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C41.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,49,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C42.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,51,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C43.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,52,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C44.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,53,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C45.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,55,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C46.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,56,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C47.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,57,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C48.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,58,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C49.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,59,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C50.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,61,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C51.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,62,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C52.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,64,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C53.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,65,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C54.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,67,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C55.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,68,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C56.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,69,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C57.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,70,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C58.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,71,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C59.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,73,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C60.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,75,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C61.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,76,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C62.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,78,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C63.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,80,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C64.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,81,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C65.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,82,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C66.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,83,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C67.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,84,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C68.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,85,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C69.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,86,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C70.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,88,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C71.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,89,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C72.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,90,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C73.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,93,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C74.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,94,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C75.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,95,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241210_Exosome_5.C76.mESC_s4U_400uM_60min_EXOSC2_AID_12h,20241210_Exosome_5,96,Mouse,mESC_EXOSC2,400,1.0,,,12.0,
20241211_Exosome_6.C01.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,1,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C02.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,2,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C03.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,4,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C04.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,6,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C05.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,8,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C06.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,9,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C07.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,11,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C08.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,12,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C09.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,13,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C10.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,14,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C11.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,16,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C12.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,17,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C13.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,18,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C14.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,19,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C15.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,21,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C16.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,22,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C17.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,23,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C18.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,24,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C19.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,25,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C20.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,26,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C21.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,27,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C22.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,28,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C23.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,29,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C24.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,30,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C25.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,31,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C26.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,33,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C27.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,35,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C28.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,36,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C29.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,37,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C30.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,40,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C31.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,41,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C32.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,44,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C33.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,45,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C34.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,46,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C35.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,47,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C36.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,48,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C37.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,49,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C38.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,51,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C39.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,52,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C40.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,53,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C41.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,54,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C42.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,55,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C43.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,56,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C44.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,59,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C45.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,64,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C46.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,65,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C47.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,67,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C48.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,68,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C49.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,69,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C50.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,70,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C51.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,71,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C52.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,73,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C53.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,75,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C54.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,76,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C55.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,78,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C56.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,79,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C57.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,80,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C58.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,81,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
20241211_Exosome_6.C59.mESC_s4U_400uM_180min_EXOSC2_AID_4h,20241211_Exosome_6,82,Mouse,mESC_EXOSC2,400,3.0,,,4.0,
